bac_id,student_id,bac_year,highshcool_path,bac_avg,bac_feedback
11/8008093,14011198385,2011,5,14.64,Bien
11/8008648,14011198029,2011,G18,12.87,A.Bien
11/8013595,14011198031,2011,G13,13.72,A.Bien
11/8049162,14011198033,2011,5,12.22,A.Bien
11/8007744,14011198430,2011,5,12.48,A.Bien
11/8011751,14011198036,2011,5,11.93,Passable
11/8008644,14011198038,2011,G18,13.7,A.Bien
11/8007728,14011198039,2011,5,13.27,A.Bien
11/8007924,14011198040,2011,5,14.12,Bien
11/8011736,14011198041,2011,5,14.19,Bien
11/8009021,14011198043,2011,M 1,10.78,Passable
11/8013212,14011198391,2011,5,12.36,A.Bien
11/8013805,14011198401,2011,G18,14.25,Bien
11/8048421,14011198383,2011,5,13.73,A.Bien
11/8048409,14011198441,2011,5,13.7,A.Bien
11/8048230,14011198052,2011,5,11.85,Passable
11/8015089,14011198053,2011,5,12.44,A.Bien
11/8008211,14011198440,2011,5,14.22,Bien
11/8008250,14011198475,2011,5,13.04,A.Bien
11/8007974,14011198057,2011,5,11.77,Passable
11/8008600,14011198461,2011,G18,11.88,Passable
11/8011284,14011198468,2011,M 1,11.04,Passable
11/8050993,14011198063,2011,5,13.52,A.Bien
11/8010240,14011198065,2011,G18,12.72,A.Bien
11/8050337,14011198067,2011,5,13.89,A.Bien
11/8014340,14011198409,2011,5,13.71,A.Bien
11/8007902,14011198069,2011,5,13.88,A.Bien
11/8008413,14011198422,2011,5,14.7,Bien
11/8049292,14011198423,2011,G18,12.83,A.Bien
11/8014503,14011198082,2011,G18,12.41,A.Bien
11/8048464,14011198084,2011,5,12.99,A.Bien
11/8008129,14011198444,2011,5,12.85,A.Bien
10/8012568,14011198518,2010,5,12.61,A.Bien
11/8014430,14011198087,2011,5,12.13,A.Bien
10/8008224,14011198517,2010,5,14.57,Bien
11/8012436,14011198442,2011,5,12.69,A.Bien
11/801965,14011198424,2011,5,13.4,A.Bien
11/8011799,14011198091,2011,5,11.44,Passable
10/7004960,14011198488,2010,5,13.01,A.Bien
11/8014362,14011198522,2011,5,11.65,Passable
11/8049193,14011198096,2011,5,14.42,Bien
10/8050437,14011198098,2010,T19,11.41,Passable
10/8012256,14011198102,2010,T24,13.96,A.Bien
10/8008042,14011198101,2010,5,14.77,Bien
10/8014555,14011198103,2010,5,14.07,Bien
11/8048374,14011198104,2011,5,12.33,A.Bien
10/8013642,14011198402,2010,5,15.68,Bien
10/8008219,14011198106,2010,5,14.82,Bien
11/8007801,14011198107,2011,5,14.11,Bien
11/8051130,14011198109,2011,M 1,12.44,A.Bien
11/8048519,14011198516,2011,5,17.0,T.Bien
11/8008255,14011198112,2011,5,15.15,Bien
11/8008198,14011198113,2011,5,12.05,A.Bien
11/8010177,14011198114,2011,5,13.82,A.Bien
11/8008484,14011198070,2011,5,11.58,Passable
11/8048701,14011198072,2011,G13,12.88,A.Bien
11/8008659,14011198415,2011,G18,11.64,Passable
11/8012024,14011198076,2011,T24,12.34,A.Bien
11/8007970,14011198487,2011,5,14.22,Bien
11/8011808,14011198115,2011,5,13.78,A.Bien
10/1081,14011198116,2010,G18,12.0,A.Bien
11/8050977,14011198505,2011,5,12.25,A.Bien
11/8050417,14011198120,2011,5,14.94,Bien
11/8015082,14011198121,2011,5,11.93,Passable
11/8048541,14011198454,2011,5,13.09,A.Bien
11/8050902,14011198125,2011,5,12.2,A.Bien
11/8010237,14011198419,2011,G18,11.29,Passable
11/8049942,14011198523,2011,T24,14.2,Bien
11/8050978,14011198131,2011,5,13.54,A.Bien
11/8050922,14011198133,2011,5,13.17,A.Bien
11/8049284,14011198135,2011,G18,10.9,Passable
10/8013486,14011198136,2010,5,14.7,Bien
11/8048537,14011198138,2011,5,12.72,A.Bien
11/8009446,14011198139,2011,5,12.35,A.Bien
11/8008896,14011198141,2011,G13,12.32,A.Bien
11/8013587,14011198143,2011,G13,11.84,Passable
11/8010267,14011198145,2011,T24,11.55,Passable
11/801434,14011198146,2011,5,12.33,A.Bien
11/8012507,14011198148,2011,T24,12.31,A.Bien
11/8009552,14011198149,2011,5,13.72,A.Bien
11/8011097,14011198150,2011,5,11.75,Passable
11/8010241,14011198152,2011,G18,12.12,A.Bien
11/8008427,14011198153,2011,5,13.43,A.Bien
11/8048571,14011198155,2011,G18,11.52,Passable
11/8007781,14011198412,2011,5,13.38,A.Bien
10/8051464,14011198159,2010,G18,13.82,A.Bien
11/8048653,14011198388,2011,T24,10.92,Passable
11/8013459,14011198590,2011,G18,11.83,Passable
11/8048241,14011198585,2011,5,11.76,Passable
11/8008374,14011198417,2011,5,12.75,A.Bien
11/8008321,14011198463,2011,5,12.92,A.Bien
11/8008161,14011198166,2011,5,12.25,A.Bien
11/8050885,14011198479,2011,5,13.97,A.Bien
11/8014428,14011198410,2011,5,12.46,A.Bien
11/8008986,14011198443,2011,G13,11.25,Passable
10/8008925,14011198514,2010,G18,14.6,Bien
10/8008671,14011198174,2010,5,12.29,A.Bien
11/8053880,14011198176,2011,5,13.62,A.Bien
11/8013455,14011198178,2011,G18,11.32,Passable
11/8007611,14011198179,2011,5,12.64,A.Bien
11/8008126,14011198180,2011,5,11.85,Passable
11/8050439,14011198182,2011,5,11.45,Passable
11/8011730,14011198183,2011,5,11.79,Passable
10/067231,14011198185,2010,5,10.65,Passable
11/8014516,14011198499,2011,G18,11.53,Passable
11/8051440,14011198498,2011,G13,12.75,A.Bien
11/8051377,14011198491,2011,5,11.79,Passable
11/8008138,14011198192,2011,5,15.11,Bien
11/8013327,14011198193,2011,5,11.74,Passable
11/8013216,14011198194,2011,5,13.08,A.Bien
11/8049849,14011198196,2011,5,12.34,A.Bien
11/8007910,14011198486,2011,5,11.69,Passable
11/8013353,14011198198,2011,5,12.95,A.Bien
11/8008964,14011198200,2011,G13,12.69,A.Bien
11/8048109,14011198202,2011,5,12.74,A.Bien
10/090080,14011198204,2010,5,12.0,A.Bien
11/8012031,14011198392,2011,T24,11.35,Passable
11/8008406,14011198376,2011,5,11.65,Passable
11/8008957,14011198425,2011,G13,11.01,Passable
11/8011025,14011198408,2011,5,12.57,A.Bien
11/8049260,14011198447,2011,5,11.94,Passable
11/8008173,14011198515,2011,5,14.15,Bien
11/8008569,14011198214,2011,5,12.33,A.Bien
11/8007766,14011198215,2011,5,11.58,Passable
11/8011965,14011198216,2011,5,14.09,Bien
11/8011762,14011198217,2011,5,13.54,A.Bien
11/8050941,14011198507,2011,5,11.94,Passable
11/8048699,14011198460,2011,G13,11.36,Passable
11/8013283,14011198384,2011,5,11.98,Passable
11/8012067,14011198457,2011,T19,13.67,A.Bien
11/8048455,14011198462,2011,5,13.67,A.Bien
11/8007778,14011198453,2011,5,12.54,A.Bien
11/8008961,14011198478,2011,G13,12.6,A.Bien
11/8048346,14011198464,2011,5,11.79,Passable
11/8009700,14011198459,2011,T24,10.88,Passable
11/8051677,14011198495,2011,5,12.17,A.Bien
11/8009027,14011198237,2011,M 1,11.64,Passable
11/8007709,14011198238,2011,5,13.67,A.Bien
11/8008820,14011198535,2011,T19,10.76,Passable
10/8020214,14011198242,2010,G18,13.25,A.Bien
11/8051073,14011198530,2011,T19,12.11,A.Bien
11/8018590,14011198536,2011,5,12.81,A.Bien
10/089145,14011198247,2010,5,10.65,Passable
11/8008905,14011198539,2011,G13,11.5,Passable
11/8009660,14011198540,2011,G18,11.92,Passable
11/8013502,14011198538,2011,T24,11.3,Passable
11/8015053,14011198254,2011,5,13.13,A.Bien
11/8048443,14011198256,2011,5,13.96,A.Bien
11/8050347,14011198258,2011,5,13.12,A.Bien
11/8008379,14011198259,2011,5,13.64,A.Bien
11/8008378,14011198260,2011,5,13.3,A.Bien
11/8051636,14011198262,2011,5,12.69,A.Bien
11/8014208,14011198263,2011,5,12.1,A.Bien
11/8051096,14011198265,2011,G13,13.02,A.Bien
11/8008143,14011198266,2011,5,11.9,Passable
11/8008548,14011198267,2011,5,11.82,Passable
11/8049353,14011198269,2011,T19,12.97,A.Bien
11/8008939,14011198271,2011,G13,11.74,Passable
11/8008744,14011198273,2011,T24,12.44,A.Bien
11/8013176,14011198404,2011,5,11.56,Passable
11/8050907,14011198276,2011,5,13.29,A.Bien
11/8049853,14011198278,2011,5,14.07,Bien
11/8011764,14011198279,2011,5,13.78,A.Bien
11/8013275,14011198280,2011,5,13.24,A.Bien
11/8012097,14011198282,2011,G13,12.05,A.Bien
11/8053724,14011198284,2011,5,11.82,Passable
11/7056390,14011198286,2011,G18,12.73,A.Bien
11/8008848,14011198288,2011,T19,11.09,Passable
11/8001329,14011198291,2011,5,11.99,Passable
11/8011907,14011198292,2011,5,11.59,Passable
11/8008347,14011198293,2011,5,12.0,A.Bien
11/8008410,14011198294,2011,5,12.44,A.Bien
11/8007737,14011198295,2011,5,11.46,Passable
11/8014519,14011198500,2011,G18,10.94,Passable
11/8014616,14011198471,2011,G13,12.95,A.Bien
11/8013603,14011198473,2011,G13,11.78,Passable
11/8048366,14011198467,2011,5,13.52,A.Bien
12/8009560,14011298791,2012,5,11.04,Passable
11/8048542,14011198382,2011,5,12.41,A.Bien
11/8048220,14011198506,2011,5,12.72,A.Bien
11/8007938,14011198436,2011,5,13.57,A.Bien
10/8008321,14011198312,2010,5,14.95,Bien
12/8009794,14011298792,2012,5,10.25,Passable
11/8050004,14011198414,2011,G13,11.16,Passable
11/8051127,14011198429,2011,M 1,11.7,Passable
11/8013339,14011198377,2011,5,13.17,A.Bien
11/8050340,14011198319,2011,5,12.79,A.Bien
11/8008150,14011198426,2011,5,11.5,Passable
11/8008354,14011198389,2011,5,11.77,Passable
11/8008116,14011198428,2011,5,12.19,A.Bien
11/8007782,14011198393,2011,5,11.72,Passable
11/8049974,14011198325,2011,T19,11.55,Passable
11/8008109,14011198526,2011,5,11.92,Passable
11/8008967,14011198328,2011,G13,12.8,A.Bien
11/8008282,14011198386,2011,5,13.37,A.Bien
11/8049881,14011198398,2011,5,12.5,A.Bien
11/8048719,14011198494,2011,G13,10.97,Passable
11/8009593,14011198334,2011,5,12.44,A.Bien
11/8014441,14011198335,2011,5,13.66,A.Bien
11/8048332,14011198380,2011,5,13.63,A.Bien
11/8012109,14011198339,2011,G13,14.14,Bien
11/8013261,14011198406,2011,5,11.7,Passable
11/8048157,14011198477,2011,5,14.6,Bien
11/8008654,14011198485,2011,G18,11.91,Passable
11/8014514,14011198405,2011,G18,12.92,A.Bien
11/8007616,14011198512,2011,5,11.89,Passable
11/8007677,14011198446,2011,5,12.12,A.Bien
11/8013463,14011198400,2011,G18,10.93,Passable
10/8009781,14011198351,2010,5,15.21,Bien
11/8008151,14011198438,2011,5,13.33,A.Bien
11/8007724,14011198434,2011,5,12.75,A.Bien
11/8048658,14011198508,2011,T19,10.8,Passable
11/8009664,14011198357,2011,G18,13.4,A.Bien
11/8008158,14011198452,2011,5,11.95,Passable
11/8009726,14011198524,2011,T19,10.97,Passable
11/8011104,14011198455,2011,5,12.82,A.Bien
11/8011929,14011198496,2011,5,12.65,A.Bien
11/8010933,14011198458,2011,5,13.55,A.Bien
11/8008289,14011198364,2011,5,13.52,A.Bien
11/8008174,14011198365,2011,5,12.16,A.Bien
11/8008722,14011198367,2011,T24,12.04,A.Bien
11/8008519,14011198470,2011,5,12.29,A.Bien
11/8015041,14011198390,2011,5,12.55,A.Bien
11/8049346,14011198371,2011,T19,12.28,A.Bien
11/8048633,14011198373,2011,T19,11.47,Passable
11/8010904,14011198545,2011,5,13.28,A.Bien
11/8011838,14011198546,2011,5,13.24,A.Bien
11/8007990,14011198547,2011,5,15.49,Bien
11/8048238,14011198550,2011,5,13.64,A.Bien
08/8022188,14011198553,2008,G05,13.72,A.Bien
11/8049324,14011198556,2011,T24,10.97,Passable
11/8019259,14011198557,2011,5,12.42,A.Bien
11/8008265,14011198558,2011,5,14.74,Bien
11/8011994,14011198560,2011,G18,11.68,Passable
11/7059202,14011198564,2011,T19,13.46,A.Bien
11/8015286,14011198566,2011,T19,11.13,Passable
11/9054909,14011198568,2011,5,12.75,A.Bien
11/8014545,14011198570,2011,T24,10.89,Passable
11/8008643,14011198582,2011,G18,12.64,A.Bien
11/8008118,14011198573,2011,5,14.09,Bien
11/8007850,14011198581,2011,5,14.25,Bien
11/8007722,14011198575,2011,5,11.99,Passable
11/8018936,14011198576,2011,5,12.23,A.Bien
11/9014845,14011198577,2011,5,11.71,Passable
11/8007647,14011198578,2011,5,12.65,A.Bien
11/8050005,14011198580,2011,G13,11.78,Passable
11/8050432,14011299199,2011,5,11.47,Passable
11/8014342,14011198583,2011,5,11.44,Passable
10/8008911,14011198587,2010,G18,12.69,A.Bien
11/8014632,14011198588,2011,G13,11.99,Passable
10/8009767,14011198589,2010,5,15.05,Bien
12/8011180,14011298793,2012,5,11.92,Passable
11/8050007,14011198593,2011,G13,11.66,Passable
07/8027391,14011198595,2007,G16,10.87,Passable
11/8014556,14011198597,2011,T24,11.07,Passable
06/8013985,14011198600,2006,G05,11.54,Passable
06/8061672,14011198602,2006,G05,11.66,Passable
05/8005581,14011198604,2005,G05,12.87,A.Bien
05/8001747,14011198606,2005,G05,11.33,Passable
11/8050457,14011198608,2011,5,12.57,A.Bien
10/2065485,14011198610,2010,5,14.55,Bien
12/8011173,14011298794,2012,5,10.92,Passable
12/8057522,14011298795,2012,5,11.11,Passable
12/8020819,14011298796,2012,5,11.57,Passable
12/8054065,14011298798,2012,5,13.37,A.Bien
12/8054350,14011298800,2012,5,10.78,Passable
12/11864,14011298851,2012,5,16.0,T.Bien
12/8012874,14011298852,2012,5,10.93,Passable
12/8012921,14011298853,2012,5,12.17,A.Bien
12/8056634,14011298855,2012,5,12.33,A.Bien
11/8010997,14011299200,2011,5,12.77,A.Bien
12/8056689,14011298857,2012,5,14.03,Bien
12/8014131,14011298858,2012,5,12.83,A.Bien
12/8054396,14011298861,2012,5,10.88,Passable
12/12298,14011298862,2012,5,15.16,Bien
12/8012916,14011299202,2012,T19,12.52,A.Bien
12/8012880,14011298864,2012,T24,10.0,Passable
12/8016412,14011298866,2012,T24,11.63,Passable
12/8012972,14011298868,2012,G13,11.2,Passable
12/8008912,14011298869,2012,5,12.31,A.Bien
12/8010358,14011298870,2012,5,10.98,Passable
12/12134,14011298871,2012,5,15.46,Bien
12/8009140,14011298872,2012,5,11.4,Passable
12/8054887,14011298873,2012,5,12.0,A.Bien
12/8054819,14011298875,2012,5,11.5,Passable
12/8011836,14011298876,2012,5,13.29,A.Bien
12/8012868,14011298877,2012,5,11.88,Passable
12/8021593,14011298879,2012,5,12.35,A.Bien
12/8010523,14011298880,2012,5,12.0,A.Bien
12/8011987,14011298881,2012,5,11.43,Passable
12/8009219,14011298882,2012,5,13.25,A.Bien
04/9066371,14010796567,2004,G05,12.0,A.Bien
07/8021075,14010796569,2007,G05,10.62,Passable
10/8013719,14011097068,2010,5,14.41,Bien
10/8049828,14011097501,2010,G18,11.99,Passable
10/8051528,14011097517,2010,G13,13.41,A.Bien
10/8013798,14011097074,2010,G18,12.3,A.Bien
10/8008779,14011097617,2010,5,13.94,A.Bien
10/8015565,14011097080,2010,5,12.58,A.Bien
10/8013598,14011097082,2010,5,11.68,Passable
11/8010232,14011198520,2011,G18,11.99,Passable
10/8008509,14011097286,2010,5,13.77,A.Bien
10/8015546,14011097288,2010,5,11.58,Passable
10/8008081,14011097290,2010,5,11.38,Passable
10/8008400,14011097292,2010,5,12.92,A.Bien
10/8008832,14011097528,2010,5,12.07,A.Bien
07/8011741,14010796586,2007,G05,11.95,Passable
07/8074603,14010796588,2007,G05,11.27,Passable
07/8011177,14010796589,2007,G05,11.73,Passable
10/8008263,14011097084,2010,5,11.62,Passable
10/8015543,14011097086,2010,5,11.17,Passable
07/8018210,14010796593,2007,G05,10.74,Passable
07/8027330,14010796594,2007,G05,11.35,Passable
07/8027230,14010796595,2007,G05,10.53,Passable
10/8048900,14011097504,2010,5,11.07,Passable
10/8048885,14011097514,2010,5,11.65,Passable
07/8075410,14010796598,2007,G05,11.57,Passable
10/8008532,14011097092,2010,5,12.85,A.Bien
10/8008728,14011097096,2010,5,12.45,A.Bien
10/8015512,14011097098,2010,5,12.09,A.Bien
10/8013605,14011097397,2010,5,12.47,A.Bien
07/8028555,14010796604,2007,G05,10.81,Passable
07/8011294,14010796606,2007,G05,11.06,Passable
07/8018766,14010796607,2007,G07,11.94,Passable
10/8050335,14011097509,2010,5,12.13,A.Bien
10/8019853,14011097102,2010,5,10.62,Passable
07/8076325,14010796612,2007,G06,12.45,A.Bien
06/8015856,14010796614,2006,G05,12.48,A.Bien
10/8050888,14011097507,2010,5,14.34,Bien
10/8048814,14011097482,2010,5,11.38,Passable
10/8049107,14011097502,2010,5,13.11,A.Bien
07/8011702,14010796615,2007,G05,10.2,Passable
07/8021096,14010796618,2007,G05,10.44,Passable
07/8017309,14010796619,2007,G05,11.5,Passable
10/8008207,14011097110,2010,5,13.37,A.Bien
10/8008187,14011097112,2010,5,12.49,A.Bien
10/8015556,14011097296,2010,5,11.05,Passable
10/8050819,14011097479,2010,5,13.02,A.Bien
10/8008442,14011097300,2010,5,13.3,A.Bien
10/8008537,14011198431,2010,5,11.81,Passable
10/8052051,14011097489,2010,5,11.87,Passable
07/8028817,14010796628,2007,G05,11.62,Passable
10/8009820,14011097114,2010,G18,11.48,Passable
10/8051320,14011198541,2010,5,12.67,A.Bien
10/8008313,14011097118,2010,5,13.8,A.Bien
10/8050826,14011097480,2010,5,15.03,Bien
07/8013475,14010796640,2007,G05,12.84,A.Bien
10/8008059,14011097122,2010,5,14.38,Bien
10/8008565,14011097124,2010,5,11.83,Passable
10/800891 ,14011097126,2010,G18,13.13,A.Bien
07/8011667,14010796643,2007,G05,10.78,Passable
07/8016166,14010796644,2007,G05,11.97,Passable
07/8028687,14010796647,2007,G05,10.31,Passable
10/8017995,14011097128,2010,G05,10.77,Passable
10/8008804,14011097130,2010,5,13.95,A.Bien
07/8018299,14010796651,2007,G05,10.75,Passable
10/8012630,14011097132,2010,5,12.11,A.Bien
10/8012611,14011097134,2010,5,12.85,A.Bien
10/8050381,14011097136,2010,5,11.21,Passable
10/8012285,14011097138,2010,N05,11.58,Passable
07/8028778,14010796657,2007,G05,10.85,Passable
10/8011396,14011097140,2010,G06,12.47,A.Bien
10/8011395,14011097142,2010,G13,10.72,Passable
10/8008901,14011097144,2010,G18,13.02,A.Bien
09/8009313,14011097146,2009,5,12.2,A.Bien
07/8076100,14010796666,2007,G05,10.88,Passable
10/8051778,14011097496,2010,5,12.55,A.Bien
10/8009768,14011097150,2010,5,12.13,A.Bien
10/8019940,14011097152,2010,5,12.21,A.Bien
10/8008186,14011097154,2010,5,12.72,A.Bien
07/8015187,14010796669,2007,G05,11.57,Passable
07/8076126,14010796670,2007,G05,10.56,Passable
07/8020260,14010796671,2007,G04,10.81,Passable
07/8028771,14010796672,2007,G05,11.11,Passable
10/8008662,14011097156,2010,5,12.57,A.Bien
07/8018763,14010796674,2007,G07,11.05,Passable
10/8010404,14011097163,2010,G08,10.78,Passable
10/8017676,14011097313,2010,G05,11.42,Passable
09/8008391,14011097527,2009,G13,14.75,Bien
07/1021118,14011097486,2010,G05,11.5,Passable
10/8008324,14011097308,2010,5,14.1,Bien
08/8022072,14011097310,2010,G05,10.98,Passable
10/8020204,14011097312,2010,G18,13.05,A.Bien
10/8008764,14011097315,2010,5,15.64,Bien
10/8049082,14011097317,2010,5,13.09,A.Bien
02/805704,14010796689,2002,G05,10.35,Passable
08/8010798,14010896693,2008,G06,10.0,Passable
08/8017095,14010896694,2008,G08,10.62,Passable
10/8051424,14011097485,2010,5,12.97,A.Bien
10/8013838,14011097167,2010,G08,10.35,Passable
08/8013424,14010896695,2008,G09,11.85,Passable
08/8008390,14010896696,2008,G05,12.05,A.Bien
08/8022480,14010896698,2008,G05,10.9,Passable
10/8013500,14011097169,2010,5,12.06,A.Bien
08/7068051,14010896700,2008,G04,11.77,Passable
08/8016358,14010896701,2008,G09,12.77,A.Bien
08/8010696,14010896702,2008,G08,10.24,Passable
08/8008281,14010896703,2008,G05,11.96,Passable
08/8008511,14010896704,2008,G05,10.71,Passable
08/8018527,14010896707,2008,G08,10.68,Passable
08/8065379,14010896709,2008,G05,11.36,Passable
10/8008827,14011097171,2010,5,12.62,A.Bien
09/8018512,14011097173,2010,5,11.25,Passable
10/8051396,14011097490,2010,5,12.14,A.Bien
08/8018478,14011097633,2008,G05,10.89,Passable
08/8015545,14010896711,2008,G05,11.52,Passable
08/8015662,14010896714,2008,G07,10.15,Passable
08/8012671,14010896715,2008,G05,10.85,Passable
08/8011144,14010896716,2008,G05,12.57,A.Bien
08/8008476,14010896717,2008,G05,12.84,A.Bien
08/8010653,14010896719,2008,G04,12.3,A.Bien
10/8008589,14011097177,2010,5,11.37,Passable
08/8011495,14010896720,2008,G05,13.78,A.Bien
08/8015520,14010896721,2008,G05,10.14,Passable
08/8014631,14010896722,2008,G04,10.5,Passable
08/8010635,14010896723,2008,G04,13.23,A.Bien
08/8016385,14010896724,2008,G05,13.29,A.Bien
11/8014621,14011197861,2011,G13,12.43,A.Bien
08/8018430,14010896727,2008,G05,13.29,A.Bien
08/8008494,14010896729,2008,G05,12.46,A.Bien
08/8022451,14010896730,2008,G05,11.03,Passable
10/8015688,14011097179,2010,G13,12.76,A.Bien
08/8013484,14010896731,2008,G06,10.9,Passable
08/8008366,14010896733,2008,G05,11.89,Passable
04/8001802,14010896734,2004,G05,10.65,Passable
04/8002685,14010896735,2004,G05,11.4,Passable
08/12130,14010896737,2008,G05,12.0,A.Bien
08/121128,14010896738,2008,G05,12.0,A.Bien
07/8016125,14010896739,2007,G05,12.4,A.Bien
10/8010288,14011097181,2010,5,12.87,A.Bien
09/8016952,14011097609,2009,5,10.8,Passable
08/8017094,14010896742,2008,G08,10.75,Passable
08/8011506,14010896743,2008,G05,12.54,A.Bien
05/8004014,14010896744,2005,G05,15.1,Bien
08/8010328,14010896746,2008,G05,12.33,A.Bien
10/8013743,14011097185,2010,5,14.71,Bien
08/8062618,14010896747,2008,G05,12.55,A.Bien
08/8017098,14010896750,2008,G08,11.32,Passable
07/8018706,14010896751,2007,G08,10.92,Passable
10/8009785,14011097187,2010,5,14.47,Bien
10/8010329,14011097189,2010,5,13.5,A.Bien
05/8006688,14010896753,2005,G05,11.69,Passable
08/8062943,14010896755,2008,G05,10.4,Passable
08/8021708,14010896757,2008,G05,11.93,Passable
08/8015415,14010896758,2008,G05,10.88,Passable
08//078445,14010896759,2008,G05,10.0,Passable
08/8011875,14010896760,2008,G05,11.94,Passable
05/8016035,14010896761,2005,G05,12.29,A.Bien
08/8010130,14010896762,2008,G05,12.71,A.Bien
08/8011609,14010896763,2008,G05,12.0,A.Bien
08/8016397,14010896764,2008,G05,14.11,Bien
08/8015627,14010896765,2008,G08,11.61,Passable
08/8022262,14010896766,2008,G05,11.55,Passable
08/8021764,14010896768,2008,G05,11.92,Passable
08/8010491,14010896769,2008,G05,12.71,A.Bien
08/8014838,14010896770,2008,G05,11.34,Passable
08/8015568,14010896771,2008,G05,12.3,A.Bien
08/8012677,14010896772,2008,G05,11.66,Passable
07/8011890,14010896773,2007,G05,12.41,A.Bien
08/8015633,14010896777,2008,G08,10.63,Passable
08/0000000,14010896780,2008,G05,12.0,A.Bien
08/0000000,14010896781,2008,G05,12.04,A.Bien
08/000000,14010896782,2008,G05,10.0,Passable
08/0000000,14010896785,2008,G03,10.0,Passable
08/8062615,14010896786,2008,G05,12.15,A.Bien
10/8020210,14011097191,2010,5,13.21,A.Bien
11/8048252,14011198465,2011,5,13.17,A.Bien
08/8017513,14010896787,2008,G05,11.86,Passable
08/8013393,14010896788,2008,G05,10.25,Passable
08/8017693,14010896790,2008,G08,10.01,Passable
08/8008434,14010896791,2008,G05,10.34,Passable
10/8008534,14011097193,2010,5,14.13,Bien
08/8010040,14010896794,2008,G05,12.17,A.Bien
08/8011746,14010896796,2008,G04,11.42,Passable
10/8008582,14011097195,2010,5,11.32,Passable
08/8059897,14010896797,2008,G05,10.29,Passable
08/8016450,14010896798,2008,G04,10.0,Passable
08/8059906,14010896799,2008,G05,10.95,Passable
08/8017700,14010896802,2008,G08,10.66,Passable
08/8022458,14010896803,2008,G05,12.5,A.Bien
08/8058343,14010896806,2008,G05,10.74,Passable
10/8010310,14011097197,2010,5,11.82,Passable
08/8013410,14010896807,2008,G05,12.69,A.Bien
08/8010807,14010896809,2008,G06,10.3,Passable
99/810653,14010896813,1999,G06,10.63,Passable
08/8012345,14010896814,2008,G05,10.65,Passable
08/8021626,14010896817,2008,G05,12.24,A.Bien
10/8010277,14011097199,2010,5,13.3,A.Bien
08/8008447,14010896818,2008,G05,11.53,Passable
08/8012796,14010896819,2008,G05,10.18,Passable
08/8061524,14010896820,2008,G05,10.8,Passable
08/8012831,14010896821,2008,G06,10.91,Passable
08/8015629,14010896822,2008,G08,10.62,Passable
08/8013993,14010896824,2008,G05,11.33,Passable
08/8008414,14010896825,2008,G05,10.64,Passable
08/8008250,14010896826,2008,G05,11.65,Passable
10/8014634,14011097201,2010,5,12.67,A.Bien
08/8010141,14010896830,2008,G05,11.0,Passable
08/8059558,14010896831,2008,G05,13.0,A.Bien
08/8008430,14010896833,2008,G05,10.6,Passable
08/8008694,14010896834,2008,G06,10.0,Passable
08/8016328,14010896835,2008,G05,12.77,A.Bien
08/8012780,14010896836,2008,G05,11.6,Passable
08/8010543,14010896837,2008,G05,12.82,A.Bien
08/8014499,14010896838,2008,G05,11.21,Passable
08/8015408,14010896839,2008,G05,12.0,A.Bien
08/8010324,14010896840,2008,G05,12.91,A.Bien
08/8015529,14010896841,2008,G05,12.04,A.Bien
08/8015511,14010896843,2008,G05,12.0,A.Bien
08/8010603,14010896847,2008,G05,11.13,Passable
08/8015632,14010896849,2008,G08,10.09,Passable
08/8012701,14010896850,2008,G05,11.17,Passable
08/8058216,14010896851,2008,G05,11.06,Passable
08/8015405,14010896852,2008,G05,12.12,A.Bien
08/8059438,14010896855,2008,G05,13.19,A.Bien
08/8058231,14010896857,2008,G05,11.67,Passable
10/8008155,14011097203,2010,5,13.34,A.Bien
08/8010651,14010896858,2008,G04,12.37,A.Bien
08/8059986,14010896859,2008,G04,10.5,Passable
08/0000000,14010896860,2008,G05,10.0,Passable
08/0000000,14010896862,2008,G01,10.0,Passable
09/8010098,14011097205,2009,5,12.14,A.Bien
10/8008334,14011097207,2010,5,13.4,A.Bien
09/8008253,14010996865,2009,G08,10.61,Passable
09/8010700,14010996866,2009,5,10.65,Passable
09/8008784,14010996867,2009,5,10.32,Passable
09/8008899,14010996868,2009,G10,10.69,Passable
09/8007816,14010996869,2009,5,11.13,Passable
09/8008283,14010996870,2009,G08,11.74,Passable
09/8016010,14010996871,2009,G05,10.71,Passable
09/8045009,14011097488,2009,5,10.45,Passable
08/1211845,14010996873,2008,G11,12.8,A.Bien
09/8010694,14010996874,2009,G11,11.55,Passable
09/8008159,14010996875,2009,G10,10.82,Passable
09/8011670,14010996876,2009,G11,11.8,Passable
09/8008192,14010996877,2009,G10,10.02,Passable
08/8443,14010996878,2008,G05,14.28,Bien
09/8046732,14010996879,2009,G05,11.65,Passable
09/8008282,14010996881,2009,G08,12.52,A.Bien
05/8016223,14010996883,2005,G05,10.68,Passable
09/8012533,14010996884,2009,G11,11.02,Passable
09/8007872,14010996885,2009,5,10.54,Passable
09/8042670,14010996886,2009,G11,10.82,Passable
09/8011900,14010996887,2008,G05,11.38,Passable
09/8017028,14010996889,2009,G05,11.66,Passable
09/8011755,14010996890,2009,G11,12.0,A.Bien
09/8008190,14010996891,2009,G10,12.11,A.Bien
08/8008423,14010996892,2008,G06,10.22,Passable
09/8013068,14010996893,2009,5,10.31,Passable
09/8046727,14010996894,2009,G05,10.8,Passable
